date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,hour,dayofweek,month,is_weekend,is_peak_hour,is_night,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos,lag_1,lag_2,lag_6,lag_12,lag_144,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_24,rolling_std_24,rolling_mean_48,rolling_std_48,T_indoor_avg,T_diff_in_out,T_indoor_range,T6_T_out_diff,RH_indoor_avg,RH_diff_in_out,heat_index_proxy,lights_x_hour
2016-01-12 18:40:00,40,0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51.0,5.0,87.66333333333331,18.2,39.1266666666667,18.76,46.9,17.0,42.76,5.0,744.9,89.0,6.3333333333333295,40.0,3.3,25.022048631217327,25.022048631217327,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,40.0,70.0,370.0,40.0,230.0,66.66666666666667,25.166114784237287,146.66666666666666,127.85408349625234,96.66666666666667,103.27955589886449,111.45833333333333,103.96377403719397,18.84375,13.84375,3.1000000000000014,0.0,44.32270833333333,-44.67729166666667,8.3520603515625,0
2016-01-12 18:50:00,30,0,20.1,44.2,19.245,43.245,19.89,44.3266666666667,19.963333333333296,42.59,17.5,51.09,4.9,88.6333333333333,18.1,39.09,18.7,46.7675,17.0,42.79,4.9,744.95,90.0,6.16666666666667,40.0,3.35,9.043318056501448,9.043318056501448,18,1,1,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,40.0,40.0,230.0,40.0,580.0,50.0,17.32050807569099,91.66666666666667,70.82843120291938,90.0,101.46749318827706,111.04166666666667,104.21417356401764,18.81229166666666,13.91229166666666,3.1000000000000014,0.0,44.26239583333334,-45.73760416666666,8.32677100282118,0
2016-01-12 19:00:00,50,0,20.1,44.1266666666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,745.0,91.0,6.0,40.0,3.4,26.481530140154064,26.481530140154064,19,1,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,30.0,40.0,80.0,60.0,430.0,36.666666666666664,5.773502691903185,58.333333333333336,24.83277404291945,88.33333333333333,102.13659509681642,110.41666666666667,104.61598131308276,18.796249999999997,13.996249999999996,3.1000000000000014,0.10000000000000053,44.18958333333334,-46.81041666666666,8.305984557291666,0
2016-01-12 19:10:00,50,0,20.1,44.06,19.37,42.92,19.79,44.09,19.8566666666667,42.56,17.5,51.0,4.86666666666667,90.2266666666667,18.066666666666695,39.06,18.6,46.5,17.0,42.79,4.75,745.033333333333,91.3333333333333,6.16666666666667,40.0,3.4,3.763787285424769,3.763787285424769,19,1,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,50.0,30.0,90.0,60.0,250.0,40.0,10.000000000003961,53.333333333333336,22.50925735484615,88.33333333333333,102.13659509681642,110.41666666666667,104.61598131308276,18.785416666666674,14.035416666666674,3.1000000000000014,0.1166666666666698,44.1225,-47.2108333333333,8.288595468750003,0
2016-01-12 19:20:00,60,0,20.1,44.0,19.39,42.9,19.79,44.1266666666667,19.79,42.5,17.5,51.0,4.86666666666667,90.8933333333333,18.0,39.0,18.533333333333296,46.56,16.9266666666667,42.79,4.7,745.0666666666668,91.6666666666667,6.3333333333333295,40.0,3.4,13.887796632479876,13.887796632479876,19,1,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,50.0,50.0,70.0,210.0,100.0,43.333333333333336,11.547005383795913,46.666666666666664,13.662601021280592,88.75,101.95107522302276,110.41666666666667,104.61598131308276,18.75375,14.05375,3.1733333333333,0.16666666666666963,44.10958333333334,-47.55708333333336,8.272200984375,0
2016-01-12 19:30:00,50,0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51.0,4.93333333333333,91.4,17.9633333333333,39.0,18.5,46.9,16.89,42.79,4.65,745.1,92.0,6.5,40.0,3.4,10.63497596187517,10.63497596187517,19,1,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,60.0,50.0,40.0,380.0,100.0,53.333333333333336,5.773502691902861,45.0,10.488088481703011,89.58333333333333,101.61646420291082,110.625,104.50300311270705,18.736666666666665,14.086666666666664,3.210000000000001,0.28333333333332966,44.135,-47.865,8.269427833333332,0
2016-01-12 19:40:00,60,0,20.1,43.8266666666667,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51.0,4.93333333333333,91.26,17.89,39.0,18.5,47.1266666666667,16.9633333333333,42.863333333333294,4.6,745.1333333333331,92.3333333333333,6.66666666666667,40.0,3.4,14.239524048753083,14.239524048753083,19,1,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,50.0,60.0,40.0,370.0,90.0,53.333333333333336,5.773502691902861,46.666666666666664,10.327955589887939,90.41666666666667,101.18769329993805,110.41666666666667,104.61598131308276,18.729166666666664,14.129166666666665,3.1366666666667022,0.3333333333333304,44.155833333333334,-48.17749999999997,8.270019618055555,0
2016-01-12 19:50:00,60,0,20.033333333333296,43.73,19.39,42.6633333333333,19.79,44.2,19.6666666666667,42.56,17.5,50.9666666666667,4.62666666666667,90.96333333333328,17.89,39.0,18.5,47.26,16.89,42.9,4.55,745.1666666666669,92.6666666666667,6.8333333333333295,40.0,3.4,44.75470514735207,44.75470514735207,19,1,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,60.0,50.0,30.0,230.0,70.0,56.666666666666664,5.773502691902796,50.0,10.954451150104683,91.66666666666667,100.59244792582669,110.41666666666667,104.61598131308276,18.707499999999996,14.157499999999995,3.1433333333332953,0.07666666666666977,44.16,-48.5066666666667,8.261231999999998,0
2016-01-12 20:00:00,60,0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39.0,18.5,47.3266666666667,16.89,42.9,4.5,745.2,93.0,7.0,40.0,3.4,22.311766166239977,22.311766166239977,20,1,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,60.0,60.0,50.0,80.0,80.0,56.666666666666664,5.773502691902796,55.0,5.477225575054241,92.91666666666667,99.97735250791932,110.41666666666667,104.61598131308276,18.707499999999996,14.207499999999996,3.210000000000001,-0.09999999999999964,44.147083333333335,-48.852916666666665,8.258815614583332,0
2016-01-12 20:10:00,50,0,20.066666666666695,43.49,19.3566666666667,42.5,19.79,44.29,19.6,42.5,17.5,50.863333333333294,4.36666666666667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.53333333333333,745.3166666666668,92.6666666666667,6.8333333333333295,40.0,3.4,38.99924448924139,38.99924448924139,20,1,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,60.0,60.0,50.0,90.0,140.0,60.0,8.645345011889632e-06,56.666666666666664,5.163977794945908,94.16666666666667,99.34203833075982,110.41666666666667,104.61598131308276,18.686666666666675,14.153333333333345,3.1766666666666943,-0.16666666666665986,44.105416666666656,-48.561250000000044,8.241832194444447,0
2016-01-12 20:20:00,50,0,20.0,43.29,19.29,42.433333333333294,19.79,44.29,19.533333333333296,42.5,17.5,50.79,4.53,93.19,17.79,38.9,18.39,47.4,16.89,42.9,4.56666666666667,745.4333333333329,92.3333333333333,6.66666666666667,40.0,3.4,44.03095174347982,44.03095174347982,20,1,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,50.0,60.0,60.0,70.0,120.0,56.666666666666664,5.773502691902796,56.666666666666664,5.163977794945908,94.58333333333333,99.1257070446484,107.5,104.30111890222132,18.64791666666666,14.08124999999999,3.1099999999999994,-0.036666666666669734,44.06291666666665,-48.27041666666665,8.216815980902773,0
2016-01-12 20:30:00,50,0,20.0,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79,4.59,93.19,17.79,38.9,18.39,47.4,16.89,42.845,4.6,745.5499999999998,92.0,6.5,40.0,3.4,20.656210475135595,20.656210475135595,20,1,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,50.0,50.0,50.0,40.0,190.0,53.333333333333336,5.773502691902861,55.0,5.477225575054241,94.58333333333333,99.1257070446484,103.95833333333333,103.28105804238548,18.643749999999997,14.043749999999998,3.1099999999999994,-0.009999999999999787,44.03999999999999,-47.96000000000001,8.210707499999998,0
2016-01-12 20:40:00,50,0,20.0,43.06,19.26,42.4666666666667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.9666666666667,18.39,47.4,16.89,42.8266666666667,4.633333333333329,745.6666666666669,91.6666666666667,6.3333333333333295,40.0,3.4,3.190424025524408,3.190424025524408,20,1,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,50.0,50.0,60.0,40.0,110.0,50.0,8.774645910061811e-06,55.0,5.477225575054241,95.0,98.90707100936808,101.45833333333333,103.10064455570298,18.64,14.006666666666671,3.1099999999999994,-0.0733333333333297,44.03000000000001,-47.63666666666669,8.207192000000003,0
2016-01-12 20:50:00,50,0,19.9266666666667,43.0,19.2,42.4,19.79,44.29,19.463333333333296,42.4666666666667,17.39,50.59,4.36666666666667,92.93333333333328,17.79,39.0,18.39,47.4,16.89,42.9,4.66666666666667,745.783333333333,91.3333333333333,6.16666666666667,40.0,3.4,16.774374584201723,16.774374584201723,20,1,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,50.0,50.0,60.0,30.0,110.0,50.0,8.774645910061811e-06,53.333333333333336,5.1639777949460095,95.41666666666667,98.68611490661858,94.375,94.14579571634529,18.604999999999997,13.938333333333327,3.036666666666701,-0.2999999999999998,44.00583333333333,-47.32749999999997,8.187285291666665,0
2016-01-12 21:00:00,60,0,19.89,42.863333333333294,19.2,42.3266666666667,19.79,44.29,19.39,42.4,17.39,50.53,4.263333333333329,93.3666666666667,17.73,39.0,18.39,47.4,16.89,42.9,4.7,745.9,91.0,6.0,40.0,3.4,36.18629733100533,36.18629733100533,21,1,1,0,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,50.0,50.0,60.0,50.0,110.0,50.0,8.774645910061811e-06,51.666666666666664,4.0824829046422195,95.83333333333333,98.46282311731616,93.54166666666667,94.3621268990255,18.583750000000002,13.883750000000003,3.0,-0.436666666666671,43.96374999999999,-47.03625000000001,8.170113390625,0
2016-01-12 21:10:00,60,0,19.89,42.79,19.2,42.3266666666667,19.79,44.26,19.39,42.433333333333294,17.39,50.5,4.263333333333329,93.8933333333333,17.7,39.0,18.39,47.3266666666667,16.89,42.9,4.8,745.95,90.5,6.16666666666667,38.16666666666669,3.41666666666667,16.880766674876213,16.880766674876213,21,1,1,0,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,60.0,50.0,50.0,50.0,110.0,53.333333333333336,5.773502691902861,51.666666666666664,4.0824829046422195,95.83333333333333,98.46282311731616,93.54166666666667,94.3621268990255,18.58,13.779999999999998,3.0,-0.5366666666666706,43.942083333333336,-46.557916666666664,8.164439083333333,0
2016-01-12 21:20:00,40,0,19.89,42.7,19.1,42.363333333333294,19.79,44.2,19.323333333333295,42.5,17.39,50.4666666666667,4.4,94.26333333333329,17.7,39.0,18.29,47.29,16.89,42.9,4.9,746.0,90.0,6.3333333333333295,36.33333333333329,3.43333333333333,31.520706124138087,31.520706124138087,21,1,1,0,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,60.0,60.0,50.0,60.0,100.0,56.666666666666664,5.773502691902796,53.333333333333336,5.1639777949460095,95.83333333333333,98.46282311731616,88.75,89.90834576555093,18.54666666666666,13.64666666666666,3.0,-0.5,43.9275,-46.0725,8.147086999999997,0
2016-01-12 21:30:00,30,0,19.823333333333295,42.6266666666667,19.1,42.29,19.79,44.1633333333333,19.29,42.5,17.39,50.4,4.46666666666667,94.3966666666667,17.7,39.0,18.29,47.29,16.89,42.8266666666667,5.0,746.0499999999998,89.5,6.5,34.5,3.45,42.03072770033032,42.03072770033032,21,1,1,0,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,40.0,60.0,50.0,50.0,100.0,53.333333333333336,11.547005383795817,51.666666666666664,7.5277265270927565,88.75,95.9761066280471,86.875,89.968227252145,18.534166666666664,13.534166666666664,2.9333333333332945,-0.5333333333333297,43.887083333333344,-45.612916666666656,8.13410517013889,0
2016-01-12 21:40:00,30,20,19.79,42.59,19.0444444444444,42.24,19.73,44.09,19.29,42.5,17.39,50.4,4.6233333333333295,94.4,17.625,38.925,18.29,47.29,16.79,42.79,5.1,746.1,89.0,6.66666666666667,32.66666666666669,3.4666666666666694,42.80658323550597,42.80658323550597,21,1,1,0,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,30.0,40.0,50.0,60.0,100.0,43.333333333333336,15.275252316522035,48.333333333333336,11.690451944501419,74.16666666666667,73.83393038002463,84.58333333333333,89.98719373033576,18.49368055555555,13.39368055555555,3.0,-0.4766666666666701,43.853125000000006,-45.146874999999994,8.11005685112847,420
2016-01-12 21:50:00,30,10,19.79,42.723333333333294,19.0,42.0563636363636,19.7,44.0,19.29,42.69,17.39,50.3266666666667,4.69,94.26,17.7245454545455,39.32727272727271,18.29,47.4816666666667,16.79,42.79,5.2,746.15,88.5,6.8333333333333295,30.8333333333333,3.4833333333333294,19.56796405138448,19.56796405138448,21,1,1,0,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,30.0,30.0,50.0,60.0,100.0,33.333333333333336,5.773502691903248,45.0,13.78404875209136,60.0,39.00947488027473,80.20833333333333,87.33621956683801,18.496818181818185,13.296818181818185,3.0,-0.5099999999999998,43.92441287878788,-44.57558712121212,8.124618787620523,210
2016-01-12 22:00:00,40,0,19.76,42.76,19.0,41.8866666666667,19.7,44.06,19.29,42.73,17.39,50.29,4.8333333333333295,94.3966666666667,17.78,39.6894444444444,18.362727272727305,47.705454545454494,16.89,43.1966666666667,5.3,746.2,88.0,7.0,29.0,3.5,19.024694280233238,19.024694280233238,22,1,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,30.0,30.0,60.0,60.0,110.0,30.0,9.025332084058619e-06,41.666666666666664,14.719601443880846,51.666666666666664,15.227739752537671,79.79166666666667,87.53089626765184,18.52159090909091,13.22159090909091,2.870000000000001,-0.46666666666667034,44.039779040404035,-43.960220959595965,8.156867711131198,0
2016-01-12 22:10:00,50,10,19.7,42.7,19.0,41.988333333333294,19.7,44.1266666666667,19.23,42.79,17.39,50.29,4.96666666666667,94.59,17.8066666666667,40.1961111111111,18.479375,48.3425,16.89,43.7966666666667,5.3333333333333295,746.266666666667,87.3333333333333,6.8333333333333295,30.8333333333333,3.4,44.77227129973471,44.77227129973471,22,1,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,40.0,30.0,60.0,50.0,400.0,33.333333333333336,5.773502691903247,38.333333333333336,11.690451944501552,50.0,14.142135623730997,79.375,87.67459783987016,18.524505208333338,13.191171875000009,2.8099999999999987,-0.36666666666665915,44.27878472222222,-43.05454861111108,8.20242578205476,220
2016-01-12 22:20:00,50,0,19.7,42.7,19.0,42.064285714285695,19.7,44.2,19.2,43.0,17.39,50.3266666666667,5.09,94.6266666666667,17.8566666666667,40.6922222222222,18.5588235294118,48.8417647058824,16.89,44.19333333333329,5.36666666666667,746.3333333333329,86.6666666666667,6.66666666666667,32.66666666666669,3.3,32.215788145549595,32.215788145549595,22,1,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,50.0,40.0,40.0,50.0,400.0,40.0,10.00000000000396,36.666666666666664,8.164965809279341,48.333333333333336,11.29319405146565,79.16666666666667,87.73347776400617,18.536936274509813,13.170269607843142,2.8099999999999987,-0.27666666666666995,44.502284080298786,-42.164382586367914,8.24936004066631,0
2016-01-12 22:30:00,50,0,19.6333333333333,42.6266666666667,18.910625,42.2525,19.73,44.29,19.2,43.1333333333333,17.39,50.4666666666667,5.09,94.29333333333328,17.89,40.9377777777778,18.6,49.3227272727273,16.89,44.66,5.4,746.4,86.0,6.5,34.5,3.2,37.053932435810566,37.053932435810566,22,1,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,50.0,50.0,30.0,50.0,390.0,46.666666666666664,5.773502691902983,38.333333333333336,9.831920802503452,47.5,10.32093693084285,78.95833333333333,87.79181329867548,18.530494791666662,13.130494791666662,2.84,-0.3100000000000005,44.711208964646474,-41.288791035353526,8.285208248485013,0
2016-01-12 22:40:00,40,0,19.6666666666667,43.0,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.63333333333328,17.84,41.085,18.6,49.664375,16.9266666666667,45.09666666666671,5.43333333333333,746.466666666667,85.3333333333333,6.3333333333333295,36.33333333333329,3.1,30.265172326471657,30.265172326471657,22,1,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,50.0,50.0,30.0,50.0,240.0,50.0,8.768975702096457e-06,41.666666666666664,9.831920802503399,47.916666666666664,10.20620726159663,72.29166666666667,76.66560668400751,18.537916666666675,13.104583333333345,2.8633333333332978,-0.24333333333332963,44.913333333333334,-40.419999999999966,8.32599630555556,0
2016-01-12 22:50:00,50,0,19.6,43.0,18.89,42.5,19.79,44.433333333333294,19.2,43.363333333333294,17.39,50.6633333333333,5.2725,92.47,17.8445454545455,41.2736363636364,18.6,50.0590909090909,16.9266666666667,45.43,5.46666666666667,746.533333333333,84.6666666666667,6.16666666666667,38.16666666666669,3.0,45.154080574866384,45.154080574866384,22,1,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,40.0,50.0,30.0,50.0,60.0,46.666666666666664,5.773502691902983,43.333333333333336,8.164965809279213,47.916666666666664,10.20620726159663,68.95833333333333,74.44088282295543,18.530151515151527,13.063484848484856,2.8633333333332978,-0.19416666666667037,45.0903409090909,-39.5763257575758,8.355308489152895,0
2016-01-12 23:00:00,40,0,19.6,43.0,18.89,42.645,19.79,44.5,19.1333333333333,43.4,17.3566666666667,50.79,5.36666666666667,90.8,17.84625,41.44125,18.6333333333333,50.39,17.0,45.7,5.5,746.6,84.0,6.0,40.0,2.9,14.686507754959166,14.686507754959166,23,1,1,0,0,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,50.0,40.0,40.0,60.0,60.0,46.666666666666664,5.773502691902983,46.666666666666664,5.163977794946209,48.75,9.469631093315066,68.54166666666667,74.49088430117888,18.531197916666663,13.031197916666663,2.789999999999999,-0.1333333333333302,45.23328125,-38.76671875,8.382268872639973,0
2016-01-12 23:10:00,40,0,19.533333333333296,43.0,18.8081818181818,42.7,19.79,44.53,19.1333333333333,43.4666666666667,17.3566666666667,50.863333333333294,5.5,89.09999999999998,17.89,41.59,18.6142857142857,50.5671428571429,17.0,45.83333333333329,5.5833333333333295,746.733333333333,83.3333333333333,6.3333333333333295,40.0,2.86666666666667,9.563005494419485,9.563005494419485,23,1,1,0,0,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,40.0,50.0,50.0,60.0,60.0,43.333333333333336,5.773502691903047,46.666666666666664,5.163977794946209,48.333333333333336,9.630868246861596,68.33333333333333,74.55779803767636,18.515725108225098,12.93239177489177,2.789999999999999,-0.08333333333332948,45.31880952380953,-38.01452380952377,8.391106193748708,0
